timestamp,psutil_available,pair_rss_mb,pair_cpu_percent,system_cpu_percent,system_ram_total_mb,system_ram_available_mb,active_llama_server_processes,error
2026-07-03T13:31:50.275425+00:00,True,3992.949219,0.0,0.0,130436.710938,84582.179688,2,
2026-07-03T13:31:50.813196+00:00,True,4004.539062,37.1,11.0,130436.710938,84565.261719,2,
2026-07-03T13:31:51.338441+00:00,True,4004.542969,45.5,10.2,130436.710938,84561.976562,2,
2026-07-03T13:31:51.872708+00:00,True,4004.542969,47.0,11.5,130436.710938,84563.6875,2,
2026-07-03T13:31:52.393265+00:00,True,4011.460938,23.9,14.0,130436.710938,84563.984375,2,
2026-07-03T13:31:52.922643+00:00,True,4124.042969,50.0,9.6,130436.710938,84489.171875,2,
2026-07-03T13:31:53.450102+00:00,True,4125.78125,32.4,8.8,130436.710938,84448.371094,2,
2026-07-03T13:31:54.006948+00:00,True,4230.929688,34.3,11.8,130436.710938,84339.835938,2,
2026-07-03T13:31:54.541582+00:00,True,4232.667969,42.9,14.9,130436.710938,84236.632812,2,
2026-07-03T13:31:55.071240+00:00,True,4375.808594,30.3,21.8,130436.710938,83970.386719,2,
2026-07-03T13:31:55.587623+00:00,True,4375.550782,50.0,23.0,130436.710938,83866.214844,2,
2026-07-03T13:31:56.103827+00:00,True,4488.980469,33.3,14.4,130436.710938,83696.113281,2,
2026-07-03T13:31:56.628441+00:00,True,4490.722656,32.4,12.7,130436.710938,83691.722656,2,
2026-07-03T13:31:57.140136+00:00,True,4598.488282,40.6,11.2,130436.710938,83584.25,2,
2026-07-03T13:31:57.652983+00:00,True,4704.753906,42.5,15.8,130436.710938,83762.96875,2,
2026-07-03T13:31:58.171966+00:00,True,4707.011719,39.4,9.2,130436.710938,83773.296875,2,
2026-07-03T13:31:58.698080+00:00,True,4708.121094,38.3,11.3,130436.710938,83764.429688,2,
2026-07-03T13:31:59.211666+00:00,True,4709.925782,33.3,13.0,130436.710938,83778.359375,2,
2026-07-03T13:31:59.727999+00:00,True,4709.925782,42.4,11.1,130436.710938,83779.46875,2,
2026-07-03T13:32:00.252579+00:00,True,4709.925782,51.4,15.7,130436.710938,83776.3125,2,
2026-07-03T13:32:00.781675+00:00,True,4709.925782,44.1,17.1,130436.710938,83754.164062,2,
2026-07-03T13:32:01.303823+00:00,True,4825.589844,32.3,18.8,130436.710938,83589.421875,2,
2026-07-03T13:32:01.832222+00:00,True,4929.160156,39.4,16.8,130436.710938,83315.273438,2,
2026-07-03T13:32:02.355437+00:00,True,4930.902344,35.2,19.4,130436.710938,83284.785156,2,
2026-07-03T13:32:02.869822+00:00,True,5034.21875,24.3,13.6,130436.710938,83136.714844,2,
2026-07-03T13:32:03.383020+00:00,True,5035.960938,30.3,14.9,130436.710938,83116.53125,2,
2026-07-03T13:32:03.908809+00:00,True,4920.730469,26.5,11.4,130436.710938,83230.449219,2,
2026-07-03T13:32:04.420006+00:00,True,4920.730469,34.4,12.1,130436.710938,83217.230469,2,
2026-07-03T13:32:04.939356+00:00,True,5034.113282,32.4,9.1,130436.710938,83456.707031,2,
2026-07-03T13:32:05.466760+00:00,True,5140.207032,42.4,15.7,130436.710938,83355.136719,2,
2026-07-03T13:32:05.992879+00:00,True,5141.949219,35.3,11.5,130436.710938,83350.269531,2,
2026-07-03T13:32:06.503815+00:00,True,5248.058594,30.3,11.2,130436.710938,83245.90625,2,
2026-07-03T13:32:07.019813+00:00,True,5249.800782,45.5,10.1,130436.710938,83253.855469,2,
2026-07-03T13:32:07.537809+00:00,True,5136.496094,27.3,12.1,130436.710938,83370.265625,2,
2026-07-03T13:32:08.051770+00:00,True,5136.527344,27.2,11.3,130436.710938,83382.597656,2,
2026-07-03T13:32:08.567768+00:00,True,5136.527344,51.5,13.2,130436.710938,83399.710938,2,
2026-07-03T13:32:09.090116+00:00,True,5136.527344,50.0,11.0,130436.710938,83395.726562,2,
2026-07-03T13:32:09.605092+00:00,True,5250.199219,42.4,11.5,130436.710938,83287.007812,2,
2026-07-03T13:32:10.119617+00:00,True,5251.941406,39.4,21.8,130436.710938,83247.4375,2,
2026-07-03T13:32:10.646784+00:00,True,5355.230469,32.4,13.3,130436.710938,83082.257812,2,
2026-07-03T13:32:11.168782+00:00,True,5356.972656,30.3,14.7,130436.710938,82943.503906,2,
2026-07-03T13:32:11.680473+00:00,True,5462.0,30.3,12.0,130436.710938,82812.46875,2,
2026-07-03T13:32:12.195966+00:00,True,5462.097656,33.4,11.8,130436.710938,82816.320312,2,
2026-07-03T13:32:12.724008+00:00,True,5346.75,41.1,16.4,130436.710938,82903.710938,2,
2026-07-03T13:32:13.242630+00:00,True,5458.355469,33.4,19.0,130436.710938,82758.097656,2,
2026-07-03T13:32:13.754895+00:00,True,5460.160156,39.4,19.2,130436.710938,82766.804688,2,
2026-07-03T13:32:14.270509+00:00,True,5566.070313,33.4,17.4,130436.710938,82638.425781,2,
2026-07-03T13:32:14.785522+00:00,True,5567.8125,42.4,13.2,130436.710938,82646.960938,2,
2026-07-03T13:32:15.294966+00:00,True,5673.761719,25.0,9.4,130436.710938,82547.019531,2,
2026-07-03T13:32:15.809109+00:00,True,5675.605469,33.3,12.2,130436.710938,82541.761719,2,
2026-07-03T13:32:16.337356+00:00,True,5562.253906,44.1,16.4,130436.710938,82949.445312,2,
